user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
MAG402	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__	Placement	taxonomic classification fully defined by topology	N/A	70.81	11	0.95559157117	N/A
MAG011	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.75	11	0.89704279992	N/A
MAG462	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	Placement	taxonomic novelty determined using RED	N/A	69.92	11	0.894960134294	N/A
MAG231	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	Placement	taxonomic novelty determined using RED	N/A	58.55	11	0.82806065566	N/A
MAG249	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.97	11	0.827231770202	N/A
MAG087	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.54	11	0.825600774449	N/A
MAG288	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.15	11	0.81952020132	N/A
MAG371	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.41	11	0.833864875898	N/A
MAG657	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.71	11	0.778489048754	N/A
MAG291	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.63	11	0.774941389365	N/A
MAG452	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.53	11	0.774377940649	N/A
MAG669	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	64.58	11	0.746949110167	N/A
MAG556	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__2-12-FULL-41-12;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.08	11	0.762811518566	N/A
MAG335	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.02	11	0.77634669342	N/A
MAG237	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.13	11	0.614277091996	N/A
MAG467	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.17	11	0.607663241306	N/A
MAG453	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	72.32	11	0.603729697444	N/A
MAG521	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.53	11	0.6034516206	N/A
MAG142	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	74.48	11	0.602057957742	N/A
MAG693	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.29	11	0.596914225205	N/A
MAG653	d__Bacteria;p__Patescibacteria;c__CPR2;o__UBA1875;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__CPR2;o__UBA1875;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.66	11	0.651405569682	N/A
MAG257	d__Bacteria;p__Patescibacteria;c__CPR2;o__UBA1875;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__CPR2;o__UBA1875;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.75	11	0.652461364873	N/A
MAG735	d__Bacteria;p__Patescibacteria;c__UBA1384;o__UBA12157;f__UBA12157;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__UBA1384;o__UBA12157;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.12	11	0.778309413184	N/A
MAG241	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	Placement	taxonomic novelty determined using RED	N/A	77.8	11	0.834470362144	N/A
MAG570	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.29	11	0.817476111344	N/A
MAG105	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.27	11	0.809698600804	N/A
MAG704	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	Placement	taxonomic novelty determined using RED	N/A	51.67	11	0.768371179127	N/A
MAG134	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__UBA1384;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.22	11	0.67233164936	N/A
MAG587	d__Bacteria;p__Patescibacteria;c__UBA1384;o__2-12-FULL-50-11;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__UBA1384;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.42	11	0.569255354042	N/A
MAG138	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Shapirobacterales;f__UBA12405;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Shapirobacterales;f__UBA12405;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	62.42	11	0.861466667335	N/A
MAG095	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__UBA12108;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__;s__	Placement	taxonomic novelty determined using RED	N/A	59.03	11	0.884542345762	N/A
MAG488	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.13	11	0.852176810043	N/A
MAG541	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	67.18	11	0.801827823175	N/A
MAG620	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__	Placement	taxonomic novelty determined using RED	N/A	61.61	11	0.789659892783	N/A
MAG345	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__	Placement	taxonomic novelty determined using RED	N/A	62.06	11	0.789444185945	N/A
MAG325	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__B142;f__OLB20;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.16	11	0.7218402388	N/A
MAG406	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__B142;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	63.06	11	0.617975444744	N/A
MAG588	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__B142;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	74.35	11	0.615971500497	N/A
MAG299	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__B142;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.78	11	0.584644231503	N/A
MAG691	d__Bacteria;p__Patescibacteria;c__CG2-30-54-11;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.8	11	0.483637614469	N/A
MAG678	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__UBA1162;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__UBA5629;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.77	11	0.905574492737	N/A
MAG184	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002840675.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__W-Chloroflexi-9;s__W-Chloroflexi-9 sp002840675	79.04	0.4	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__	Placement	taxonomic novelty determined using RED	N/A	64.68	11	0.810457981972	N/A
MAG701	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002840675.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__W-Chloroflexi-9;s__W-Chloroflexi-9 sp002840675	79.06	0.44	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__	Placement	taxonomic novelty determined using RED	N/A	65.87	11	0.810069817243	N/A
MAG490	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.36	11	0.681235947921	N/A
MAG102	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea;s__	N/A	N/A	N/A	N/A	N/A	GCF_001050275.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea;s__Leptolinea tardivitalis	76.9	0.13	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.75	11	0.949655482871	N/A
MAG217	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA5195;s__	N/A	N/A	N/A	N/A	N/A	GCA_002412925.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA5195;s__UBA5195 sp002412925	77.18	0.07	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA5195;s__	Placement	taxonomic classification fully defined by topology	N/A	86.05	11	0.954999813976	N/A
MAG628	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA5195;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA5195;s__	Placement	taxonomic classification fully defined by topology	N/A	70.87	11	0.951850022161	N/A
MAG160	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	90.08	11	0.727195496129	N/A
MAG387	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.9	11	0.673678651983	N/A
MAG086	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.46	11	0.898548783442	N/A
MAG688	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	60.77	11	0.895602263061	N/A
MAG048	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__	N/A	N/A	N/A	N/A	N/A	GCF_000152145.1	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__Oscillochloris trichoides	77.78	0.24	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	96.17	11	0.934972210378	N/A
MAG448	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__	N/A	N/A	N/A	N/A	N/A	GCF_000152145.1	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__Oscillochloris trichoides	77.52	0.23	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.08	11	0.933803024239	N/A
MAG251	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__	N/A	N/A	N/A	N/A	N/A	GCF_000152145.1	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__Oscillochloris trichoides	77.66	0.25	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.03	11	0.932539274059	N/A
MAG340	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__	N/A	N/A	N/A	N/A	N/A	GCF_000152145.1	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__Oscillochloris trichoides	77.84	0.27	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.57	11	0.932268421452	N/A
MAG729	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__54-19;f__54-19;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__54-19;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.25	11	0.809557359136	N/A
MAG319	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__54-19;f__54-19;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__54-19;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	94.44	11	0.790168828147	N/A
MAG261	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.9	11	0.827150589196	N/A
MAG019	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	84.54	11	0.786766532704	N/A
MAG672	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__	N/A	N/A	N/A	N/A	N/A	GCA_003476885.1	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__UBA10416 sp003476885	80.17	0.44	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	46.49	11	0.954654782382	N/A
MAG705	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__	N/A	N/A	N/A	N/A	N/A	GCA_003476885.1	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__UBA10416 sp003476885	78.69	0.34	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.46	11	0.919471462862	N/A
MAG417	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__	N/A	N/A	N/A	N/A	N/A	GCA_003476885.1	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__UBA10416 sp003476885	78.47	0.3	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	58.37	11	0.919393054544	N/A
MAG344	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__	N/A	N/A	N/A	N/A	N/A	GCA_003476885.1	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__UBA10416 sp003476885	77.67	0.22	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__CSP1-4;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.46	11	0.914007217181	N/A
MAG707	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA7950;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA7950;g__;s__	Placement	taxonomic novelty determined using RED	N/A	50.42	11	0.837311882475	N/A
MAG630	d__Bacteria;p__Caldisericota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.13	11	0.372813157056	N/A
MAG527	d__Bacteria;p__Coprothermobacterota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.11	11	0.394919488915	N/A
MAG551	d__Bacteria;p__Coprothermobacterota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	73.37	11	0.387841097329	N/A
MAG697	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__UBA8910;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Caldatribacteriota;c__Caldatribacteriia;o__Caldatribacteriales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.61	11	0.806987058119	N/A
MAG074	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__UBA695;s__	N/A	N/A	N/A	N/A	N/A	GCA_002298145.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__UBA695;s__UBA695 sp002298145	79.76	0.43	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.88	11	0.904730735152	N/A
MAG550	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__UBA695;s__	N/A	N/A	N/A	N/A	N/A	GCA_002298145.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__UBA695;s__UBA695 sp002298145	78.88	0.4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.59	11	0.892625552975	N/A
